Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
3,5,2017,6,0.4516129032258065,0.19999999999999996,1,0,0.0,46,0,6,0.6666666666666667,0.619047619047619,1.0,40950
7,6,2015,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,25170
7,6,2015,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,23950
7,6,2015,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5333333333333333,0.38095238095238093,0.2546854942233633,29370
7,6,2015,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,21995
7,6,2015,3,0.29280397022332505,0.19999999999999996,1,2,1.0,33,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,26625
7,6,2015,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5333333333333333,0.38095238095238093,0.2546854942233633,30825
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,21995
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,27795
7,6,2016,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5333333333333333,0.38095238095238093,0.2546854942233633,31785
7,6,2016,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5333333333333333,0.38095238095238093,0.2546854942233633,29905
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,22490
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,27570
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,25690
7,6,2016,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,24490
7,6,2017,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5,0.38095238095238093,0.2546854942233633,29905
7,6,2017,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5,0.38095238095238093,0.2546854942233633,31785
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,26685
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,22490
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,25690
7,6,2017,3,0.5682382133995038,0.6000000000000001,1,0,1.0,33,2,14,0.5,0.38095238095238093,0.2546854942233633,30900
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,27795
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,21995
7,6,2017,3,0.29280397022332505,0.19999999999999996,1,2,1.0,28,2,14,0.7666666666666666,0.619047619047619,0.2546854942233633,24490
25,7,1996,8,0.1215880893300248,0.19999999999999996,2,2,0.0,0,0,8,0.7666666666666666,0.761904761904762,0.5103979460847241,2000
25,7,1996,8,0.18362282878411912,0.19999999999999996,2,2,0.0,52,0,8,0.5333333333333333,0.5238095238095238,0.5103979460847241,2000
25,7,1997,8,0.18362282878411912,0.19999999999999996,2,2,0.0,52,0,8,0.5333333333333333,0.5238095238095238,0.5103979460847241,2000
25,7,1997,8,0.1215880893300248,0.19999999999999996,2,2,0.0,0,0,8,0.7333333333333334,0.7142857142857143,0.5103979460847241,2000
25,7,1998,8,0.1215880893300248,0.19999999999999996,2,2,0.0,0,0,8,0.7333333333333334,0.7142857142857143,0.5103979460847241,2000
25,7,1998,8,0.18362282878411912,0.19999999999999996,2,2,0.0,52,0,8,0.5,0.47619047619047616,0.5103979460847241,2073
25,8,1996,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.43333333333333335,0.4285714285714285,0.5103979460847241,3713
25,8,1996,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.43333333333333335,0.4285714285714285,0.5103979460847241,3520
25,8,1997,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.43333333333333335,0.4285714285714285,0.5103979460847241,3910
25,8,1997,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.43333333333333335,0.4285714285714285,0.5103979460847241,4182
25,8,1997,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.43333333333333335,0.4285714285714285,0.5103979460847241,4107
25,8,1998,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.4,0.47619047619047616,0.5103979460847241,4299
25,8,1998,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.4,0.47619047619047616,0.5103979460847241,4693
25,8,1998,8,0.2208436724565757,0.19999999999999996,2,3,0.0,52,0,8,0.4,0.47619047619047616,0.5103979460847241,4107
22,4,2012,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,16020
22,4,2012,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,14530
22,4,2012,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,16860
22,4,2012,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,15370
22,4,2013,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,17050
22,4,2013,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,15560
22,4,2013,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,16210
22,4,2013,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,14720
22,4,2014,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,17050
22,4,2014,8,0.08436724565756826,0.19999999999999996,1,2,1.0,35,0,2,0.7,0.8571428571428571,0.14505776636713735,15560
22,4,2014,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,16210
22,4,2014,8,0.08436724565756826,0.19999999999999996,2,2,1.0,35,0,2,0.7333333333333334,0.9047619047619048,0.14505776636713735,14720
3,11,2015,7,0.5806451612903226,0.6000000000000001,1,0,1.0,42,2,2,0.5666666666666667,0.47619047619047616,1.0,47250
3,11,2015,7,0.43176178660049624,0.19999999999999996,1,0,1.0,41,2,2,0.6666666666666667,0.5714285714285713,1.0,41850
3,11,2016,7,0.43176178660049624,0.19999999999999996,1,0,1.0,41,2,2,0.7,0.5714285714285713,1.0,43000
3,11,2016,7,0.5806451612903226,0.6000000000000001,1,0,1.0,42,2,2,0.5666666666666667,0.47619047619047616,1.0,49200
3,11,2017,7,0.630272952853598,0.6000000000000001,1,0,1.0,42,2,2,0.5666666666666667,0.47619047619047616,1.0,49650
3,11,2017,7,0.4516129032258065,0.19999999999999996,1,0,1.0,41,2,2,0.6666666666666667,0.619047619047619,1.0,43950
3,10,2015,7,0.43424317617866004,0.19999999999999996,1,0,1.0,46,2,15,0.6666666666666667,0.5714285714285713,1.0,41950
3,10,2015,7,0.6674937965260546,0.6000000000000001,1,3,1.0,48,2,14,0.6666666666666667,0.7142857142857143,1.0,50150
3,10,2015,7,0.43176178660049624,0.19999999999999996,1,3,1.0,50,2,14,0.7333333333333334,0.619047619047619,1.0,37500
3,10,2015,7,0.5806451612903226,0.6000000000000001,1,3,1.0,47,2,14,0.6333333333333333,0.5238095238095238,1.0,43750
3,10,2015,7,0.43176178660049624,0.19999999999999996,1,0,1.0,46,2,14,0.6666666666666667,0.5714285714285713,1.0,39500
3,10,2015,7,0.28287841191067,0.19999999999999996,1,0,1.0,46,2,14,0.7333333333333334,0.619047619047619,1.0,34950
3,10,2015,7,0.5806451612903226,0.6000000000000001,1,0,1.0,50,2,14,0.5666666666666667,0.47619047619047616,1.0,45750
3,10,2015,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,15,1.0,0.9999999999999999,1.0,43450
3,10,2015,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,14,1.0,0.9999999999999999,1.0,41000
3,10,2015,7,0.28287841191067,0.19999999999999996,1,3,1.0,46,2,14,0.7666666666666666,0.6666666666666666,1.0,32950
3,10,2016,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,14,0.8999999999999999,0.9523809523809522,1.0,41850
3,10,2016,7,0.630272952853598,0.6000000000000001,1,0,1.0,47,2,14,0.6666666666666667,0.5714285714285713,1.0,47800
3,10,2016,7,0.43176178660049624,0.19999999999999996,1,3,1.0,50,2,14,0.7,0.5714285714285713,1.0,38350
3,10,2016,7,0.43176178660049624,0.19999999999999996,1,0,1.0,46,2,14,0.7,0.5714285714285713,1.0,40350
3,10,2016,7,0.43176178660049624,0.19999999999999996,2,3,1.0,50,2,14,0.7,0.5714285714285713,1.0,38350
3,10,2016,7,0.43176178660049624,0.19999999999999996,1,0,1.0,46,2,15,0.7,0.5714285714285713,1.0,42650
3,10,2016,7,0.28287841191067,0.19999999999999996,1,3,1.0,46,2,14,0.7666666666666666,0.6666666666666666,1.0,33150
3,10,2016,7,0.28287841191067,0.19999999999999996,1,0,1.0,46,2,14,0.7333333333333334,0.619047619047619,1.0,35150
3,10,2016,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,15,0.8999999999999999,0.9523809523809522,1.0,44150
3,10,2016,7,0.630272952853598,0.6000000000000001,1,3,1.0,47,2,14,0.6666666666666667,0.5714285714285713,1.0,45800
3,10,2017,6,0.4516129032258065,0.19999999999999996,1,3,1.0,50,2,14,0.7,0.619047619047619,1.0,38750
3,10,2017,6,0.28287841191067,0.19999999999999996,1,0,1.0,46,2,14,0.7,0.619047619047619,1.0,35450
3,10,2017,6,0.28287841191067,0.19999999999999996,1,3,1.0,46,2,14,0.7333333333333334,0.619047619047619,1.0,33450
3,10,2017,6,0.4516129032258065,0.19999999999999996,1,0,1.0,46,2,14,0.6666666666666667,0.619047619047619,1.0,40750
3,10,2017,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,14,0.8999999999999999,0.9523809523809522,1.0,42250
3,10,2017,6,0.4516129032258065,0.19999999999999996,1,0,1.0,46,2,15,0.6666666666666667,0.619047619047619,1.0,42950
3,10,2017,6,0.630272952853598,0.6000000000000001,1,0,1.0,50,2,14,0.5999999999999999,0.5238095238095238,1.0,49900
3,10,2017,6,0.630272952853598,0.6000000000000001,1,3,1.0,47,2,14,0.6333333333333333,0.5238095238095238,1.0,47900
3,10,2017,0,0.28287841191067,0.19999999999999996,1,0,1.0,21,2,15,0.8999999999999999,0.9523809523809522,1.0,44450
24,13,1997,8,0.3771712158808933,0.6000000000000001,2,2,0.0,43,0,0,0.33333333333333326,0.33333333333333337,0.10654685494223363,3941
24,13,1997,8,0.23573200992555832,0.6000000000000001,2,2,0.0,35,0,0,0.29999999999999993,0.33333333333333337,0.10654685494223363,3295
24,13,1997,8,0.630272952853598,0.6000000000000001,2,0,0.0,39,0,0,0.29999999999999993,0.2857142857142857,0.10654685494223363,6008
24,13,1998,8,0.630272952853598,0.6000000000000001,2,0,0.0,39,0,0,0.29999999999999993,0.2857142857142857,0.10654685494223363,6710
24,13,1998,8,0.23573200992555832,0.6000000000000001,2,2,0.0,35,0,0,0.29999999999999993,0.33333333333333337,0.10654685494223363,3701
24,13,1998,8,0.3771712158808933,0.6000000000000001,2,2,0.0,43,0,0,0.33333333333333326,0.33333333333333337,0.10654685494223363,4671
24,13,1999,8,0.3771712158808933,0.6000000000000001,2,2,0.0,43,0,0,0.33333333333333326,0.33333333333333337,0.10654685494223363,5306
24,13,1999,8,0.630272952853598,0.6000000000000001,2,0,0.0,39,0,0,0.29999999999999993,0.2857142857142857,0.10654685494223363,7600
24,13,1999,8,0.23573200992555832,0.6000000000000001,2,2,0.0,35,0,0,0.29999999999999993,0.33333333333333337,0.10654685494223363,4090
7,12,2015,8,0.5806451612903226,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,37570
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,31695
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,38070
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,44895
7,12,2015,8,0.5806451612903226,0.6000000000000001,1,3,1.0,52,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,35070
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,3,1.0,52,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,42395
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,34195
7,12,2015,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,40570
7,12,2016,8,0.5806451612903226,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,38095
7,12,2016,8,0.5806451612903226,0.6000000000000001,1,3,1.0,52,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,35595
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,45190
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,32260
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,37755
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,41055
7,12,2016,8,0.5806451612903226,0.6000000000000001,1,3,1.0,52,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,36090
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,3,1.0,52,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,42690
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,38555
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5999999999999999,0.4285714285714285,0.2546854942233633,35255
7,12,2016,8,0.5806451612903226,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,38590
7,12,2016,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,34760
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,41135
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,45270
7,12,2017,8,0.5806451612903226,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,38670
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,3,1.0,52,1,14,0.5666666666666667,0.4285714285714285,0.2546854942233633,38635
7,12,2017,8,0.5806451612903226,0.6000000000000001,1,3,1.0,52,1,14,0.5666666666666667,0.4285714285714285,0.2546854942233633,36170
7,12,2017,8,0.5806451612903226,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,38175
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,3,1.0,0,1,14,0.5666666666666667,0.4285714285714285,0.2546854942233633,32340
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,3,1.0,52,1,14,0.5666666666666667,0.4285714285714285,0.2546854942233633,42770
7,12,2017,8,0.5607940446650124,0.6000000000000001,1,0,1.0,0,1,14,0.4666666666666667,0.38095238095238093,0.2546854942233633,34840
7,12,2017,8,0.5806451612903226,0.6000000000000001,1,3,1.0,52,1,14,0.5666666666666667,0.4285714285714285,0.2546854942233633,35675
7,14,2002,7,0.456575682382134,0.6000000000000001,1,2,1.0,52,1,14,0.3666666666666667,0.2857142857142857,0.2546854942233633,32065
7,14,2002,7,0.456575682382134,0.6000000000000001,1,2,1.0,52,1,14,0.3666666666666667,0.2857142857142857,0.2546854942233633,28540
7,14,2003,7,0.46898263027295284,0.6000000000000001,1,2,1.0,52,1,14,0.4,0.2857142857142857,0.2546854942233633,32315
7,14,2003,8,0.456575682382134,0.6000000000000001,1,2,1.0,52,1,14,0.4,0.2857142857142857,0.2546854942233633,28885
7,14,2004,8,0.456575682382134,0.6000000000000001,1,2,1.0,52,1,14,0.4,0.2857142857142857,0.2546854942233633,29185
7,14,2004,7,0.46898263027295284,0.6000000000000001,1,2,1.0,52,1,14,0.4,0.2857142857142857,0.2546854942233633,32615
25,15,1994,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,6,0.29999999999999993,0.2857142857142857,0.5103979460847241,2847
25,15,1994,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.2857142857142857,0.5103979460847241,2488
25,15,1994,8,0.5806451612903226,0.6000000000000001,2,3,0.0,43,0,0,0.29999999999999993,0.2857142857142857,0.5103979460847241,2683
25,15,1994,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.2857142857142857,0.5103979460847241,2553
25,15,1995,8,0.5806451612903226,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.2857142857142857,0.5103979460847241,3049
25,15,1995,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.33333333333333337,0.5103979460847241,2774
25,15,1995,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.33333333333333337,0.5103979460847241,2702
25,15,1995,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,6,0.29999999999999993,0.33333333333333337,0.5103979460847241,3101
25,15,1996,8,0.5806451612903226,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.2857142857142857,0.5103979460847241,3510
25,15,1996,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.33333333333333337,0.5103979460847241,3107
25,15,1996,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,6,0.29999999999999993,0.33333333333333337,0.5103979460847241,3624
25,15,1996,8,0.3870967741935484,0.6000000000000001,2,3,0.0,52,0,8,0.29999999999999993,0.33333333333333337,0.5103979460847241,3185
22,16,1994,8,0.03970223325062036,0.19999999999999996,2,2,0.0,35,0,0,0.6666666666666667,0.7142857142857143,0.14505776636713735,2000
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,6,0.33333333333333326,0.33333333333333337,0.5103979460847241,36550
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,6,0.33333333333333326,0.33333333333333337,0.5103979460847241,41250
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,8,0.3666666666666667,0.33333333333333337,0.5103979460847241,30600
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,8,0.3666666666666667,0.33333333333333337,0.5103979460847241,37100
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,8,0.4,0.38095238095238093,0.5103979460847241,27900
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,8,0.4,0.38095238095238093,0.5103979460847241,32700
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,6,0.3666666666666667,0.33333333333333337,0.5103979460847241,40250
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,6,0.3666666666666667,0.33333333333333337,0.5103979460847241,35550
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,8,0.4,0.38095238095238093,0.5103979460847241,36100
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,8,0.3666666666666667,0.33333333333333337,0.5103979460847241,33200
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,6,0.3666666666666667,0.33333333333333337,0.5103979460847241,37900
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,8,0.4,0.38095238095238093,0.5103979460847241,29600
25,17,2007,8,0.5955334987593052,0.6000000000000001,2,3,0.0,24,0,8,0.4,0.38095238095238093,0.5103979460847241,38070
25,17,2007,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,6,0.33333333333333326,0.33333333333333337,0.5103979460847241,38900
25,17,2008,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,8,0.3666666666666667,0.33333333333333337,0.5103979460847241,33840
25,17,2008,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,6,0.3666666666666667,0.33333333333333337,0.5103979460847241,38630
25,17,2008,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,6,0.33333333333333326,0.33333333333333337,0.5103979460847241,39630
25,17,2008,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,8,0.3666666666666667,0.33333333333333337,0.5103979460847241,37740
25,17,2008,8,0.5955334987593052,0.6000000000000001,1,3,0.0,44,0,6,0.33333333333333326,0.33333333333333337,0.5103979460847241,41980
25,17,2008,8,0.5955334987593052,0.6000000000000001,2,3,0.0,44,0,6,0.3666666666666667,0.33333333333333337,0.5103979460847241,36280
